,ss,sod,sdd,dd,condition_no
5501,10,15,38,5,96981206.1468907
5502,10,15,39,0,156123573.802942
5503,10,15,39,1,16893190.3781528
5504,10,15,39,2,72059149.333394
5505,10,15,39,3,167750152.762657
5506,10,15,39,4,162547715.028061
5507,10,15,39,5,134428991.290049
5508,10,15,40,0,156123573.802942
5509,10,15,40,1,17847462.8013571
5510,10,15,40,2,72521869.8480643
5511,10,15,40,3,173349947.229611
5512,10,15,40,4,163648941.049453
5513,10,15,40,5,159418773.713219
5514,10,15,41,0,156123573.802942
5515,10,15,41,1,18821188.7693348
5516,10,15,41,2,61203351.8427203
5517,10,15,41,3,174578166.310141
5518,10,15,41,4,172895288.560565
5519,10,15,41,5,154502019.733054
5520,10,15,42,0,156123573.802942
5521,10,15,42,1,18692457.037292
5522,10,15,42,2,59316343.1097724
5523,10,15,42,3,176952655.861721
5524,10,15,42,4,161266305.094327
5525,10,15,42,5,149369564.06448
5526,10,15,43,0,156123573.802942
5527,10,15,43,1,8623662.62830386
5528,10,15,43,2,60752568.6157165
5529,10,15,43,3,178674716.478924
5530,10,15,43,4,172075212.592229
5531,10,15,43,5,139568094.687781
5532,10,15,44,0,156123573.802942
5533,10,15,44,1,9449329.12803886
5534,10,15,44,2,60603258.1052723
5535,10,15,44,3,175314741.974962
5536,10,15,44,4,171523774.643774
5537,10,15,44,5,153575680.604531
5538,10,15,45,0,156123573.802942
5539,10,15,45,1,9144094.56007416
5540,10,15,45,2,57639541.3143265
5541,10,15,45,3,165986574.556112
5542,10,15,45,4,170930666.057513
5543,10,15,45,5,145257310.952959
5544,10,16,32,0,156123573.802942
5545,10,16,32,1,25890619.9156279
5546,10,16,32,2,161514985.497919
5547,10,16,32,3,165111727.973669
5548,10,16,32,4,82159474.29573
5549,10,16,32,5,135349040.205915
5550,10,16,33,0,156123573.802942
5551,10,16,33,1,25496008.7073346
5552,10,16,33,2,148001155.10391
5553,10,16,33,3,168377145.721789
5554,10,16,33,4,116357333.593081
5555,10,16,33,5,109784109.116144
5556,10,16,34,0,156123573.802942
5557,10,16,34,1,24960326.6585925
5558,10,16,34,2,146763177.04637
5559,10,16,34,3,162950940.984269
5560,10,16,34,4,153661919.042557
5561,10,16,34,5,90453082.721826
5562,10,16,35,0,156123573.802942
5563,10,16,35,1,25209642.8826143
5564,10,16,35,2,144640522.190519
5565,10,16,35,3,167168432.244524
5566,10,16,35,4,157197753.033453
5567,10,16,35,5,74422878.3567724
5568,10,16,36,0,156123573.802942
5569,10,16,36,1,25673642.0184974
5570,10,16,36,2,113350059.998622
5571,10,16,36,3,164443698.804334
5572,10,16,36,4,151635038.942349
5573,10,16,36,5,70097208.7452553
5574,10,16,37,0,156123573.802942
5575,10,16,37,1,26785814.2692411
5576,10,16,37,2,106889439.180926
5577,10,16,37,3,173130528.800482
5578,10,16,37,4,151410232.854071
5579,10,16,37,5,64823634.2945003
5580,10,16,38,0,156123573.802942
5581,10,16,38,1,25404132.7595154
5582,10,16,38,2,99825245.5808761
5583,10,16,38,3,172561986.591765
5584,10,16,38,4,148985155.059929
5585,10,16,38,5,74400992.7483348
5586,10,16,39,0,156123573.802942
5587,10,16,39,1,15410917.7671902
5588,10,16,39,2,81388184.431302
5589,10,16,39,3,167680523.502721
5590,10,16,39,4,146751881.281748
5591,10,16,39,5,79896405.040363
5592,10,16,40,0,156123573.802942
5593,10,16,40,1,16449216.646114
5594,10,16,40,2,80668346.3889617
5595,10,16,40,3,171671815.544382
5596,10,16,40,4,148418398.073721
5597,10,16,40,5,82159474.29573
5598,10,16,41,0,156123573.802942
5599,10,16,41,1,17862828.0830131
5600,10,16,41,2,71663888.215324
5601,10,16,41,3,173962404.54828
5602,10,16,41,4,154126646.195747
5603,10,16,41,5,105935892.956383
5604,10,16,42,0,156123573.802942
5605,10,16,42,1,17464990.2542439
5606,10,16,42,2,72780661.57603
5607,10,16,42,3,170734420.323354
5608,10,16,42,4,161783414.128518
5609,10,16,42,5,151505668.546719
5610,10,16,43,0,156123573.802942
5611,10,16,43,1,18024158.0522897
5612,10,16,43,2,62063846.0659796
5613,10,16,43,3,179079046.675663
5614,10,16,43,4,167978673.862902
5615,10,16,43,5,156828582.673384
5616,10,16,44,0,156123573.802942
5617,10,16,44,1,19445774.0917172
5618,10,16,44,2,59219974.1243751
5619,10,16,44,3,172100958.138112
5620,10,16,44,4,168377145.721789
5621,10,16,44,5,151988178.748954
5622,10,16,45,0,156123573.802942
5623,10,16,45,1,19101753.7907794
5624,10,16,45,2,60887221.5564616
5625,10,16,45,3,180518994.653062
5626,10,16,45,4,147978748.308549
5627,10,16,45,5,151635038.942349
5628,10,17,32,0,156123573.802942
5629,10,17,32,1,26065208.4051944
5630,10,17,32,2,181110068.376074
5631,10,17,32,3,147476166.785825
5632,10,17,32,4,69103642.922203
5633,10,17,32,5,105287328.939022
5634,10,17,33,0,156123573.802942
5635,10,17,33,1,25163010.7499781
5636,10,17,33,2,173737110.775156
5637,10,17,33,3,159086581.769445
5638,10,17,33,4,68476739.5369254
5639,10,17,33,5,125904169.231389
5640,10,17,34,0,156123573.802942
5641,10,17,34,1,24921776.0265608
5642,10,17,34,2,169674972.292316
5643,10,17,34,3,171345425.020893
5644,10,17,34,4,89897584.1450526
5645,10,17,34,5,144489747.515707
5646,10,17,35,0,156123573.802942
5647,10,17,35,1,26201386.6934064
5648,10,17,35,2,150404047.666699
5649,10,17,35,3,168773907.062234
5650,10,17,35,4,108892240.313692
5651,10,17,35,5,110276333.087368
5652,10,17,36,0,156123573.802942
5653,10,17,36,1,25732116.1346582
5654,10,17,36,2,148715439.396756
5655,10,17,36,3,168893871.082747
5656,10,17,36,4,153287519.939378
5657,10,17,36,5,77592862.4730982
5658,10,17,37,0,156123573.802942
5659,10,17,37,1,25668362.6927152
5660,10,17,37,2,146262850.282771
5661,10,17,37,3,162539262.037074
5662,10,17,37,4,162454331.271451
5663,10,17,37,5,85582550.7946689
5664,10,17,38,0,156123573.802942
5665,10,17,38,1,24539534.7040197
5666,10,17,38,2,124267472.518526
5667,10,17,38,3,159964464.009575
5668,10,17,38,4,147899073.133426
5669,10,17,38,5,70643848.8633058
5670,10,17,39,0,156123573.802942
5671,10,17,39,1,25250363.9805289
5672,10,17,39,2,107753674.490787
5673,10,17,39,3,171665930.059134
5674,10,17,39,4,148954311.125192
5675,10,17,39,5,69098028.9042516
5676,10,17,40,0,156123573.802942
5677,10,17,40,1,26126971.5662494
5678,10,17,40,2,100329159.940626
5679,10,17,40,3,166468572.13369
5680,10,17,40,4,154199377.835771
5681,10,17,40,5,69103642.922203
5682,10,17,41,0,156123573.802942
5683,10,17,41,1,17342469.6393468
5684,10,17,41,2,92378513.8380231
5685,10,17,41,3,170382311.523582
5686,10,17,41,4,152302559.586097
5687,10,17,41,5,74157934.1596194
5688,10,17,42,0,156123573.802942
5689,10,17,42,1,17767531.8038982
5690,10,17,42,2,82704766.8647774
5691,10,17,42,3,169405374.090954
5692,10,17,42,4,147600215.862223
5693,10,17,42,5,78907778.761461
5694,10,17,43,0,156123573.802942
5695,10,17,43,1,17595977.8499796
5696,10,17,43,2,72883772.1485842
5697,10,17,43,3,169894661.700343
5698,10,17,43,4,157456957.903877
5699,10,17,43,5,96946547.1027301
5700,10,17,44,0,156123573.802942
5701,10,17,44,1,18230079.8403705
5702,10,17,44,2,71035852.3179506
5703,10,17,44,3,167080235.474135
5704,10,17,44,4,159086581.769445
5705,10,17,44,5,122211039.65656
5706,10,17,45,0,156123573.802942
5707,10,17,45,1,18984919.53839
5708,10,17,45,2,70287502.6060764
5709,10,17,45,3,178310215.345682
5710,10,17,45,4,160814229.077826
5711,10,17,45,5,153287519.939378
5712,10,18,32,0,156123573.802942
5713,10,18,32,1,34604446.9568964
5714,10,18,32,2,180430666.66615
5715,10,18,32,3,145436270.894583
5716,10,18,32,4,73117618.0790873
5717,10,18,32,5,62782445.0773626
5718,10,18,33,0,156123573.802942
5719,10,18,33,1,25705473.27191
5720,10,18,33,2,179445485.108733
5721,10,18,33,3,154092732.520122
5722,10,18,33,4,74622962.1548595
5723,10,18,33,5,89049911.3542981
5724,10,18,34,0,156123573.802942
5725,10,18,34,1,26051435.6370749
5726,10,18,34,2,178296248.682818
5727,10,18,34,3,146546788.771389
5728,10,18,34,4,70636684.2311797
5729,10,18,34,5,103348881.841942
5730,10,18,35,0,156123573.802942
5731,10,18,35,1,25763152.2569425
5732,10,18,35,2,173517569.146649
5733,10,18,35,3,159888681.046446
5734,10,18,35,4,71214397.7149556
5735,10,18,35,5,127169965.064436
5736,10,18,36,0,156123573.802942
5737,10,18,36,1,25461497.4680998
5738,10,18,36,2,173214670.073603
5739,10,18,36,3,163332322.178484
5740,10,18,36,4,78509676.107878
5741,10,18,36,5,141476920.456537
5742,10,18,37,0,156123573.802942
5743,10,18,37,1,26451907.3553389
5744,10,18,37,2,147821341.130159
5745,10,18,37,3,168621801.200217
5746,10,18,37,4,112345438.781446
5747,10,18,37,5,112413626.069737
5748,10,18,38,0,156123573.802942
5749,10,18,38,1,24881725.2249341
5750,10,18,38,2,138512188.483312
5751,10,18,38,3,145187930.778992
5752,10,18,38,4,150873685.365698
5753,10,18,38,5,81992445.7131039
5754,10,18,39,0,156123573.802942
5755,10,18,39,1,24954241.2731561
5756,10,18,39,2,141050134.187385
5757,10,18,39,3,162785846.110323
5758,10,18,39,4,156278177.138474
5759,10,18,39,5,70897529.0989053
5760,10,18,40,0,156123573.802942
5761,10,18,40,1,25923190.4841567
5762,10,18,40,2,127125071.329577
5763,10,18,40,3,163747031.275218
5764,10,18,40,4,150289082.829743
5765,10,18,40,5,73117618.0790873
5766,10,18,41,0,156123573.802942
5767,10,18,41,1,25786775.0594789
5768,10,18,41,2,106876679.041415
5769,10,18,41,3,172160916.988766
5770,10,18,41,4,159788880.003682
5771,10,18,41,5,72723985.6682001
5772,10,18,42,0,156123573.802942
5773,10,18,42,1,26318332.9645011
5774,10,18,42,2,96594179.5162399
5775,10,18,42,3,173061868.788015
5776,10,18,42,4,150640064.85482
5777,10,18,42,5,78528054.6450174
5778,10,18,43,0,156123573.802942
5779,10,18,43,1,24584267.2670582
5780,10,18,43,2,89169471.1990301
5781,10,18,43,3,171642534.473749
5782,10,18,43,4,158155297.50814
5783,10,18,43,5,77906395.0579367
5784,10,18,44,0,156123573.802942
5785,10,18,44,1,17148822.5349426
5786,10,18,44,2,82364307.6056773
5787,10,18,44,3,169685678.38885
5788,10,18,44,4,154092732.520122
5789,10,18,44,5,67280529.6784445
5790,10,18,45,0,156123573.802942
5791,10,18,45,1,17690625.1069115
5792,10,18,45,2,70765299.9760853
5793,10,18,45,3,169476206.616124
5794,10,18,45,4,140824066.091265
5795,10,18,45,5,78509676.107878
5796,10,19,32,0,156123573.802942
5797,10,19,32,1,43902433.8782907
5798,10,19,32,2,171973041.543298
5799,10,19,32,3,155600994.253721
5800,10,19,32,4,83158445.9738081
5801,10,19,32,5,7899950.87129329
5802,10,19,33,0,156123573.802942
5803,10,19,33,1,36250724.7501296
5804,10,19,33,2,171715375.579724
5805,10,19,33,3,155435751.927328
5806,10,19,33,4,67910879.9231917
5807,10,19,33,5,32983812.5196574
5808,10,19,34,0,156123573.802942
5809,10,19,34,1,35420853.2842582
5810,10,19,34,2,183049627.183935
5811,10,19,34,3,148696047.649193
5812,10,19,34,4,72606874.4778749
5813,10,19,34,5,63153533.8732474
5814,10,19,35,0,156123573.802942
5815,10,19,35,1,26060409.7202091
5816,10,19,35,2,177216957.772937
5817,10,19,35,3,153019884.426713
5818,10,19,35,4,75230505.5245809
5819,10,19,35,5,87567805.0389409
5820,10,19,36,0,156123573.802942
5821,10,19,36,1,26179517.274524
5822,10,19,36,2,179107323.293884
5823,10,19,36,3,151870781.772023
5824,10,19,36,4,73462225.49979
5825,10,19,36,5,110713476.835274
5826,10,19,37,0,156123573.802942
5827,10,19,37,1,26368501.8079805
5828,10,19,37,2,176955254.559582
5829,10,19,37,3,159493144.998585
5830,10,19,37,4,67871051.2901159
5831,10,19,37,5,128119011.651319
5832,10,19,38,0,156123573.802942
5833,10,19,38,1,24759933.9654012
5834,10,19,38,2,171650814.145466
5835,10,19,38,3,164083717.306116
5836,10,19,38,4,77529520.8796784
5837,10,19,38,5,138439291.433051
5838,10,19,39,0,156123573.802942
5839,10,19,39,1,24924188.5216933
5840,10,19,39,2,150046764.912013
5841,10,19,39,3,164962561.427257
5842,10,19,39,4,103653248.58442
5843,10,19,39,5,107865797.107058
5844,10,19,40,0,156123573.802942
5845,10,19,40,1,24441674.4396261
5846,10,19,40,2,141005217.03396
5847,10,19,40,3,153320944.868632
5848,10,19,40,4,139952397.808341
5849,10,19,40,5,83158445.9738081
5850,10,19,41,0,156123573.802942
5851,10,19,41,1,24412357.964184
5852,10,19,41,2,144006812.337741
5853,10,19,41,3,166568428.184431
5854,10,19,41,4,151726021.871771
5855,10,19,41,5,70492589.9824331
5856,10,19,42,0,156123573.802942
5857,10,19,42,1,25237006.6538691
5858,10,19,42,2,126332834.338719
5859,10,19,42,3,165989703.982841
5860,10,19,42,4,148837517.443635
5861,10,19,42,5,68182851.4600555
5862,10,19,43,0,156123573.802942
5863,10,19,43,1,25546293.6866118
5864,10,19,43,2,116749613.848322
5865,10,19,43,3,168062132.699636
5866,10,19,43,4,157383629.786358
5867,10,19,43,5,70917040.8654451
5868,10,19,44,0,156123573.802942
5869,10,19,44,1,25561014.521168
5870,10,19,44,2,108896495.958594
5871,10,19,44,3,168028716.439641
5872,10,19,44,4,155435751.927328
5873,10,19,44,5,78500875.1964307
5874,10,19,45,0,156123573.802942
5875,10,19,45,1,24869178.349998
5876,10,19,45,2,91270745.05347
5877,10,19,45,3,168370532.636984
5878,10,19,45,4,150211307.485402
5879,10,19,45,5,73462225.49979
5880,10,20,32,0,156123573.802942
5881,10,20,32,1,47000959.3786057
5882,10,20,32,2,169898272.99852
5883,10,20,32,3,149899825.382651
5884,10,20,32,4,122504253.954377
5885,10,20,32,5,7206428.48910525
5886,10,20,33,0,156123573.802942
5887,10,20,33,1,42907629.2197654
5888,10,20,33,2,170701213.623894
5889,10,20,33,3,152175044.834269
5890,10,20,33,4,99918455.3827188
5891,10,20,33,5,8327583.62776407
5892,10,20,34,0,156123573.802942
5893,10,20,34,1,45425179.9544554
5894,10,20,34,2,174998171.801275
5895,10,20,34,3,148165028.693437
5896,10,20,34,4,73705911.6375997
5897,10,20,34,5,14536407.1280991
5898,10,20,35,0,156123573.802942
5899,10,20,35,1,34159702.192144
5900,10,20,35,2,176994752.138521
5901,10,20,35,3,146281865.372542
5902,10,20,35,4,75537756.1511887
5903,10,20,35,5,41999085.9523972
5904,10,20,36,0,156123573.802942
5905,10,20,36,1,36208397.6712283
5906,10,20,36,2,183870943.802978
5907,10,20,36,3,149548931.049672
5908,10,20,36,4,67401114.9448044
5909,10,20,36,5,62662432.6397053
5910,10,20,37,0,156123573.802942
5911,10,20,37,1,26036921.2325875
5912,10,20,37,2,178601102.432463
5913,10,20,37,3,154787574.710763
5914,10,20,37,4,77185297.678035
5915,10,20,37,5,85738273.1695305
5916,10,20,38,0,156123573.802942
5917,10,20,38,1,26313713.234333
5918,10,20,38,2,172611551.235861
5919,10,20,38,3,157664276.483981
5920,10,20,38,4,71133291.6385864
5921,10,20,38,5,110512368.666115
5922,10,20,39,0,156123573.802942
5923,10,20,39,1,24876910.0667128
5924,10,20,39,2,173100363.616773
5925,10,20,39,3,165219437.091462
5926,10,20,39,4,61528932.2022101
5927,10,20,39,5,132792855.613481
5928,10,20,40,0,156123573.802942
5929,10,20,40,1,25566290.1723084
5930,10,20,40,2,169583547.962698
5931,10,20,40,3,165288788.420119
5932,10,20,40,4,79752606.6468107
5933,10,20,40,5,122504253.954377
5934,10,20,41,0,156123573.802942
5935,10,20,41,1,26147730.9359733
5936,10,20,41,2,149088980.592872
5937,10,20,41,3,163883362.894937
5938,10,20,41,4,93048506.1430995
5939,10,20,41,5,102940816.975629
5940,10,20,42,0,156123573.802942
5941,10,20,42,1,24686890.7164433
5942,10,20,42,2,141377585.646986
5943,10,20,42,3,151085721.968788
5944,10,20,42,4,137623216.365986
5945,10,20,42,5,74417463.4541508
5946,10,20,43,0,156123573.802942
5947,10,20,43,1,24221616.8159805
5948,10,20,43,2,144559350.535312
5949,10,20,43,3,169181098.108349
5950,10,20,43,4,150914109.053005
5951,10,20,43,5,68662390.9467797
5952,10,20,44,0,156123573.802942
5953,10,20,44,1,25911164.201915
5954,10,20,44,2,135649429.480351
5955,10,20,44,3,163774154.250157
5956,10,20,44,4,152175044.834269
5957,10,20,44,5,72679656.7561518
5958,10,20,45,0,156123573.802942
5959,10,20,45,1,24626439.589622
5960,10,20,45,2,116005425.949599
5961,10,20,45,3,165495576.135071
5962,10,20,45,4,152650130.194492
5963,10,20,45,5,67401114.9448044
5964,10,21,32,0,156123573.802942
5965,10,21,32,1,52391409.4005278
5966,10,21,32,2,172910685.284605
5967,10,21,32,3,89225048.7067377
5968,10,21,32,4,115892952.681557
5969,10,21,32,5,30560233.1796364
5970,10,21,33,0,156123573.802942
5971,10,21,33,1,52999408.4517171
5972,10,21,33,2,167565062.905135
5973,10,21,33,3,127390662.965009
5974,10,21,33,4,129590001.373915
5975,10,21,33,5,46944174.5085591
5976,10,21,34,0,156123573.802942
5977,10,21,34,1,43317766.3770481
5978,10,21,34,2,171022050.990161
5979,10,21,34,3,147452736.635435
5980,10,21,34,4,106650713.189029
5981,10,21,34,5,7413723.44994728
5982,10,21,35,0,156123573.802942
5983,10,21,35,1,43906045.3717767
5984,10,21,35,2,171111134.015699
5985,10,21,35,3,150122951.529546
5986,10,21,35,4,64173011.5919289
5987,10,21,35,5,7465167.06014222
5988,10,21,36,0,156123573.802942
5989,10,21,36,1,35874995.4552177
5990,10,21,36,2,173368308.807505
5991,10,21,36,3,146264434.444556
5992,10,21,36,4,64528070.6611109
5993,10,21,36,5,13916928.3633384
5994,10,21,37,0,156123573.802942
5995,10,21,37,1,35894343.129267
5996,10,21,37,2,177740201.760427
5997,10,21,37,3,143602782.792382
5998,10,21,37,4,73469131.7591645
5999,10,21,37,5,41789390.9938167
6000,10,21,38,0,156123573.802942
6001,10,21,38,1,34659022.8995646
6002,10,21,38,2,180743737.319761
6003,10,21,38,3,150413446.506436
6004,10,21,38,4,77008832.3724489
6005,10,21,38,5,63660088.03149
6006,10,21,39,0,156123573.802942
6007,10,21,39,1,25888629.7726518
6008,10,21,39,2,178078594.048686
6009,10,21,39,3,149236007.75993
6010,10,21,39,4,80195845.6101836
6011,10,21,39,5,89144835.8626751
6012,10,21,40,0,156123573.802942
6013,10,21,40,1,26247026.4535092
6014,10,21,40,2,175779090.945961
6015,10,21,40,3,160952375.990435
6016,10,21,40,4,63880617.7186061
6017,10,21,40,5,115892952.681557
6018,10,21,41,0,156123573.802942
6019,10,21,41,1,24445951.1990851
6020,10,21,41,2,172505452.09378
6021,10,21,41,3,168787989.793934
6022,10,21,41,4,58304458.3245366
6023,10,21,41,5,135457195.952396
6024,10,21,42,0,156123573.802942
6025,10,21,42,1,25605757.5170145
6026,10,21,42,2,167104719.627202
6027,10,21,42,3,170924832.094308
6028,10,21,42,4,77889827.0460852
6029,10,21,42,5,120795932.570299
6030,10,21,43,0,156123573.802942
6031,10,21,43,1,25341701.9892627
6032,10,21,43,2,152169717.82535
6033,10,21,43,3,163716063.628637
6034,10,21,43,4,94588139.672421
6035,10,21,43,5,98917641.0493543
6036,10,21,44,0,156123573.802942
6037,10,21,44,1,24594965.4006437
6038,10,21,44,2,141458742.313194
6039,10,21,44,3,155943283.687065
6040,10,21,44,4,127390662.965009
6041,10,21,44,5,67249123.1153151
6042,10,21,45,0,156123573.802942
6043,10,21,45,1,24855207.7134243
6044,10,21,45,2,143535608.370568
6045,10,21,45,3,167977963.251903
6046,10,21,45,4,147640040.280665
6047,10,21,45,5,64528070.6611109
6048,10,22,32,0,156123573.802942
6049,10,22,32,1,50889608.3607838
6050,10,22,32,2,160612008.444292
6051,10,22,32,3,66062463.7327278
6052,10,22,32,4,64359423.6002423
6053,10,22,32,5,30083838.5959159
6054,10,22,33,0,156123573.802942
6055,10,22,33,1,53031645.7740439
6056,10,22,33,2,168517985.411021
6057,10,22,33,3,78539030.0697608
6058,10,22,33,4,103318670.019962
6059,10,22,33,5,27584445.6512324
6060,10,22,34,0,156123573.802942
6061,10,22,34,1,53404517.1779231
6062,10,22,34,2,165901247.883371
6063,10,22,34,3,104061431.133229
6064,10,22,34,4,144844438.292074
6065,10,22,34,5,37688123.5481913
6066,10,22,35,0,156123573.802942
6067,10,22,35,1,44770575.5116142
6068,10,22,35,2,169469240.766285
6069,10,22,35,3,149112111.874252
6070,10,22,35,4,109667242.869253
6071,10,22,35,5,7502962.63393018
6072,10,22,36,0,156123573.802942
6073,10,22,36,1,42200303.6691996
6074,10,22,36,2,172352606.713257
6075,10,22,36,3,148861753.003166
6076,10,22,36,4,95587893.4522714
6077,10,22,36,5,7509635.91789263
6078,10,22,37,0,156123573.802942
6079,10,22,37,1,36372123.7356846
6080,10,22,37,2,174789540.133731
6081,10,22,37,3,149290876.818982
6082,10,22,37,4,71068168.2040398
6083,10,22,37,5,8208534.61155025
6084,10,22,38,0,156123573.802942
6085,10,22,38,1,35618340.4610119
6086,10,22,38,2,173900368.221744
6087,10,22,38,3,148657788.939425
6088,10,22,38,4,67776040.2176076
6089,10,22,38,5,21875644.1656792
6090,10,22,39,0,156123573.802942
6091,10,22,39,1,33158311.101717
6092,10,22,39,2,177907278.637396
6093,10,22,39,3,142966764.116285
6094,10,22,39,4,72558047.1234116
6095,10,22,39,5,38456975.5202973
6096,10,22,40,0,156123573.802942
6097,10,22,40,1,35528271.0416342
6098,10,22,40,2,177507334.71703
6099,10,22,40,3,142156111.151234
6100,10,22,40,4,77431150.0240665
6101,10,22,40,5,64359423.6002423
6102,10,22,41,0,156123573.802942
6103,10,22,41,1,26798338.1781318
6104,10,22,41,2,179579097.626233
6105,10,22,41,3,147001616.312364
6106,10,22,41,4,76687244.1521684
6107,10,22,41,5,95881948.5505454
6108,10,22,42,0,156123573.802942
6109,10,22,42,1,25682371.9282101
6110,10,22,42,2,175527767.146578
6111,10,22,42,3,160110255.183436
6112,10,22,42,4,67523440.4146156
6113,10,22,42,5,136231769.602233
6114,10,22,43,0,156123573.802942
6115,10,22,43,1,24410250.679704
6116,10,22,43,2,173210373.188177
6117,10,22,43,3,159968170.301366
6118,10,22,43,4,60592727.1406845
6119,10,22,43,5,141401353.865128
6120,10,22,44,0,156123573.802942
6121,10,22,44,1,26132326.0680087
6122,10,22,44,2,157832199.983392
6123,10,22,44,3,168288540.092571
6124,10,22,44,4,78539030.0697608
6125,10,22,44,5,118768298.33637
6126,10,22,45,0,156123573.802942
6127,10,22,45,1,25240527.2730133
6128,10,22,45,2,154760828.434571
6129,10,22,45,3,165084805.995279
6130,10,22,45,4,95024258.2802883
6131,10,22,45,5,95587893.4522714
6132,10,23,32,0,156123573.802942
6133,10,23,32,1,61291067.4144319
6134,10,23,32,2,161241414.274374
6135,10,23,32,3,82143415.618155
6136,10,23,32,4,21080167.1228379
6137,10,23,32,5,22842474.187652
6138,10,23,33,0,156123573.802942
6139,10,23,33,1,51767723.481092
6140,10,23,33,2,164505104.997977
6141,10,23,33,3,68049593.5406199
6142,10,23,33,4,37135043.3651501
6143,10,23,33,5,23107724.7698049
6144,10,23,34,0,156123573.802942
6145,10,23,34,1,52644839.8630778
6146,10,23,34,2,165812909.402903
6147,10,23,34,3,63505399.25822
6148,10,23,34,4,75669472.002444
6149,10,23,34,5,30196021.4867104
6150,10,23,35,0,156123573.802942
6151,10,23,35,1,52270829.2588412
6152,10,23,35,2,169396769.544912
6153,10,23,35,3,84610850.9708092
6154,10,23,35,4,127318028.124103
6155,10,23,35,5,29110237.7691326
6156,10,23,36,0,156123573.802942
6157,10,23,36,1,46180108.4074666
6158,10,23,36,2,162275411.859958
6159,10,23,36,3,119899412.559669
6160,10,23,36,4,122862353.883001
6161,10,23,36,5,43990363.9006836
6162,10,23,37,0,156123573.802942
6163,10,23,37,1,44914374.6793096
6164,10,23,37,2,176417056.95473
6165,10,23,37,3,153226331.593932
6166,10,23,37,4,111408531.931879
6167,10,23,37,5,7971952.11026332
6168,10,23,38,0,156123573.802942
6169,10,23,38,1,43648480.6088718
6170,10,23,38,2,174231117.156344
6171,10,23,38,3,148962202.809935
6172,10,23,38,4,69897083.4587006
6173,10,23,38,5,7627122.93058636
6174,10,23,39,0,156123573.802942
6175,10,23,39,1,32684885.1439292
6176,10,23,39,2,173477094.533051
6177,10,23,39,3,148672307.277066
6178,10,23,39,4,63866330.488246
6179,10,23,39,5,7586660.71522976
6180,10,23,40,0,156123573.802942
6181,10,23,40,1,34847156.3173978
6182,10,23,40,2,172393661.33735
6183,10,23,40,3,150008075.007425
6184,10,23,40,4,67955288.1953065
6185,10,23,40,5,21080167.1228379
6186,10,23,41,0,156123573.802942
6187,10,23,41,1,35546789.0392962
6188,10,23,41,2,180053255.978965
6189,10,23,41,3,142516476.985828
6190,10,23,41,4,72765906.7906002
6191,10,23,41,5,38415106.1893593
6192,10,23,42,0,156123573.802942
6193,10,23,42,1,25793694.6159584
6194,10,23,42,2,174165258.703732
6195,10,23,42,3,147494089.72307
6196,10,23,42,4,79208900.5447915
6197,10,23,42,5,61138124.3351293
6198,10,23,43,0,156123573.802942
6199,10,23,43,1,26708905.7651484
6200,10,23,43,2,182893733.615595
6201,10,23,43,3,148967069.298248
6202,10,23,43,4,74731007.5727366
6203,10,23,43,5,82263871.1051068
6204,10,23,44,0,156123573.802942
6205,10,23,44,1,25492154.9348395
6206,10,23,44,2,165194335.104915
6207,10,23,44,3,156644474.886021
6208,10,23,44,4,68049593.5406199
6209,10,23,44,5,138145769.867317
6210,10,23,45,0,156123573.802942
6211,10,23,45,1,26363660.4710218
6212,10,23,45,2,176300740.346928
6213,10,23,45,3,156344981.019817
6214,10,23,45,4,57610090.2914035
6215,10,23,45,5,122862353.883001
6216,10,24,32,0,156123573.802942
6217,10,24,32,1,60628355.5429625
6218,10,24,32,2,167894435.790217
6219,10,24,32,3,74939427.0606168
6220,10,24,32,4,8049953.8896721
6221,10,24,32,5,21968483.2065499
6222,10,24,33,0,156123573.802942
6223,10,24,33,1,61839893.2608091
6224,10,24,33,2,165713741.059743
6225,10,24,33,3,81227395.5165464
6226,10,24,33,4,14658185.2234819
6227,10,24,33,5,20564937.5363401
6228,10,24,34,0,156123573.802942
6229,10,24,34,1,52575705.646212
6230,10,24,34,2,164667226.749786
6231,10,24,34,3,76650384.633882
6232,10,24,34,4,27552468.141355
6233,10,24,34,5,23261723.1166511
6234,10,24,35,0,156123573.802942
6235,10,24,35,1,51465413.7029323
6236,10,24,35,2,166006579.418772
6237,10,24,35,3,66644158.4078853
6238,10,24,35,4,52715731.3259745
6239,10,24,35,5,30112631.4128698
6240,10,24,36,0,156123573.802942
6241,10,24,36,1,53925701.5912736
6242,10,24,36,2,168191767.063069
6243,10,24,36,3,79231624.7184991
6244,10,24,36,4,91974525.7849569
6245,10,24,36,5,30428816.7286447
6246,10,24,37,0,156123573.802942
6247,10,24,37,1,53310102.9380335
6248,10,24,37,2,162401280.346641
6249,10,24,37,3,94205011.5641115
6250,10,24,37,4,141675747.159338
6251,10,24,37,5,38519717.8010796
6252,10,24,38,0,156123573.802942
6253,10,24,38,1,43116777.2086778
6254,10,24,38,2,170009149.060284
6255,10,24,38,3,138622156.15277
6256,10,24,38,4,84632352.9476612
6257,10,24,38,5,7752950.50985989
6258,10,24,39,0,156123573.802942
6259,10,24,39,1,39370038.143168
6260,10,24,39,2,170253229.183558
6261,10,24,39,3,151012248.264398
